AnchorID,Anchor_X,Anchor_Y,RSSI,MobileID,MobileX,MobileY
x40F754A7,0,0,54,x4152F33E,-2,0
x40E5F2A6,0,2,52,x4152F33E,-2,0
x415634FA,0,2,56,x4152F33E,-2,0
