AnchorID,Anchor_X,Anchor_Y,RSSI,MobileID,MobileX,MobileY
x40F754A7,0,0,53,x4152F33E,-2,2
x40E5F2A6,0,2,49,x4152F33E,-2,2
x415634FA,2,0,53,x4152F33E,-2,2
